Committee ID|Date Received|Committee ID Expenditure is For|Support/Oppose|Nature of Expenditure|Expenditure Date|Amount|Description|Line ID|Committee Name Expenditure is For
99PPC00024|06/26/2001|99CAC00548|0|I|06/04/2001|66.85||006|DAN WELCH FOR CITY COUNCIL
99PPC00024|06/26/2001|99CAC00548|0|D|05/05/2001|844.49||010|DAN WELCH FOR CITY COUNCIL
99PPC00024|06/26/2001|99CAC00548|0|D|05/11/2001|2182.16||011|DAN WELCH FOR CITY COUNCIL
99PPC00024|06/26/2001|99CAC00526|0|K|05/05/2001|5||   |FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE
99PPC00024|06/26/2001|99CAC00526|0|I|05/11/2001|332.81||002|FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE
99PPC00024|06/26/2001|99CAC00526|0|I|06/04/2001|66.85||008|FRANKLIN THOMPSON FOR CITY COUNCIL COMMITTEE
99PPC00024|06/26/2001|99CAC00251|0|I|05/11/2001|332.81||   |FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
99PPC00024|06/26/2001|99CAC00251|0|I|06/04/2001|66.85||003|FRIENDS OF DAUB FOR MAYOR OF OMAHA (DONT USE)
99PPC00024|06/26/2001|99CAC00278|0|I|05/11/2001|332.81||   |LORMONG LO COMMITTEE
99PPC00024|06/26/2001|99CAC00278|0|I|06/04/2001|66.85||004|LORMONG LO COMMITTEE
99PPC00024|06/26/2001|99CAC00547|0|I|05/11/2001|332.81||   |THE COMMITTEE TO ELECT CHUCK SIGERSON
99PPC00024|10/04/2002|99CAC00060|0|D|09/21/2002|500||001|MCCALLISTER FOR DOUGLAS COUNTY BOARD
99PPC00024|10/25/2002|99CAC00562|0|I|10/18/2002|18.43||001|BRUNING FOR ATTORNEY GENERAL
99PPC00024|10/25/2002|99CAC00580|0|I|10/18/2002|18.43||003|BYRD FOR STATE TREASURER
99PPC00024|10/25/2002|99CAC00201|0|I|10/18/2002|18.43||005|DUNNING FOR SHERIFF
99PPC00024|10/25/2002|99CAC00553|0|I|10/18/2002|18.43||008|GALE FOR SECRETARY OF STATE
99PPC00024|10/25/2002|99CAC00582|0|I|10/18/2002|18.43||010|HOWARD HAWKS FOR REGENT
99PPC00024|10/25/2002|99CAC00187|0|I|10/18/2002|18.43||011|HUTCHINGS FOR COUNTY BOARD COMMITTEE
99PPC00024|10/25/2002|99CAC00205|0|I|10/18/2002|18.43||012|JIM JENSEN FOR LEGISLATURE
99PPC00024|10/25/2002|99CAC00045|0|I|10/18/2002|18.43||009|JULIE HANEY FOR COUNTY TREASURER
99PPC00024|10/25/2002|99CAC00035|0|I|10/18/2002|18.43||002|KERMIT BRASHEAR FOR LEGISLATURE
99PPC00024|10/25/2002|99CAC00060|0|I|10/18/2002|18.43||   |MCCALLISTER FOR DOUGLAS COUNTY BOARD
99PPC00024|10/25/2002|99CAC00280|0|I|10/18/2002|18.43||015|MCCOLLISTER FOR M.U.D.
99PPC00024|10/25/2002|99CAC00579|0|I|10/18/2002|18.43||006|MIKE FRIEND FOR LEGISLATURE
99PPC00024|10/25/2002|99CAC00579|0|I|10/10/2002|1000||007|MIKE FRIEND FOR LEGISLATURE
99PPC00024|10/25/2002|99CAC00207|0|I|10/18/2002|18.43||013|MIKE JOHANNS FOR GOVERNOR
99PPC00024|10/25/2002|99CAC00565|0|I|10/18/2002|18.43||017|MINES FOR LEGISLATURE
99PPC00024|10/25/2002|99CAC00225|0|I|10/18/2002|18.43||014|NANCY J. KRATKY DIST, #5 (OPS) CAMPAIGN
99PPC00024|10/25/2002|99CAC00292|0|I|10/18/2002|18.43||018|NANCY O\'BRIEN FOR REGENT
99PPC00024|10/25/2002|99CAC00088|0|I|10/18/2002|18.43||019|REDFIELD FOR LEGISLATURE
99PPC00024|06/21/2005|99CAC00544|0|I|05/31/2005|2352.61|||COMMITTEE TO ELECT JIM VOKAL
99PPC00023|10/26/2004|99CAC00528|0|I|10/18/2004|173|SLATE CARD MAILER||COMMITTEE TO ELECT CHRIS RODGERS
99PPC00023|10/26/2004|99CAC00675|0|I|10/18/2004|127|SLATE CARD MAILER||FAMILIES FOR BURCAW
99PPC00023|10/26/2004|99CAC00662|0|I|10/18/2004|173|SLATE CARD MAILER||HOWARD FOR LEGISLATURE
99PPC00031|11/10/2004|99CAC00410|0|D|10/13/2004|1000|||HEIER FOR COUNTY COMMISSIONER
99PPC00002|01/11/2005|99CAC00698|0|I|10/31/2004|4612.78|||COMMITTEE TO ELECT JERRY RYAN LEGISLATIVE DIST.45
99PPC00002|01/11/2005|99CAC00670|0|I|10/31/2004|3790.24|||LANGEMEIER FOR LEGISLATURE
99PPC00055|10/10/2006|05CAC00726|0|D|09/20/2006|500|||AVERY FOR LEGISLATURE
99PPC00002|06/19/2006|06CAC00805|0|I|05/02/2006|1725.98|US POSTAL SERVICE  QUALITY PRESS  MILLER MAILING  MERIDIAN CENTRAL  SUSQUEHANNA DESIGN  GETTY IMAGES||COMSTOCK FOR LEGISLATURE
99PPC00024|10/25/2002|99CAC00568|0|I|10/18/2002|18.43||016|TAXPAYERS FOR MILLS
99PPC00024|10/25/2002|99CAC00609|0|I|10/18/2002|18.43||004|TIM CAVANAUGH FOR MUD
99PPC00024|10/25/2002|99CAC00305|0|I|10/18/2002|18.43||020|WEBER FOR OPPD
99PPC00024|10/25/2002|99CAC00131|0|I|10/18/2002|18.43||021|WITEK FOR AUDITOR
99PPC00024|01/07/2003|99CAC00562|0|I|10/29/2002|65.1||   |BRUNING FOR ATTORNEY GENERAL
99PPC00024|01/07/2003|99CAC00580|0|I|10/29/2002|65.1||   |BYRD FOR STATE TREASURER
99PPC00024|01/07/2003|99CAC00201|0|I|10/29/2002|65.1||   |DUNNING FOR SHERIFF
99PPC00024|01/07/2003|99CAC00553|0|I|10/29/2002|65.1||   |GALE FOR SECRETARY OF STATE
99PPC00024|01/07/2003|99CAC00582|0|I|10/29/2002|65.1||   |HOWARD HAWKS FOR REGENT
99PPC00024|01/07/2003|99CAC00187|0|I|10/29/2002|65.1||   |HUTCHINGS FOR COUNTY BOARD COMMITTEE
99PPC00024|01/07/2003|99CAC00205|0|I|10/29/2002|65.1||   |JIM JENSEN FOR LEGISLATURE
99PPC00024|01/07/2003|99CAC00045|0|I|10/29/2002|65.1||   |JULIE HANEY FOR COUNTY TREASURER
99PPC00024|01/07/2003|99CAC00035|0|I|10/29/2002|65.1||   |KERMIT BRASHEAR FOR LEGISLATURE
99PPC00024|01/07/2003|99CAC00032|0|I|10/29/2002|83.53||001|MARY ANN BORGESON FOR COUNTY BOARD
99PPC00024|01/07/2003|99CAC00060|0|I|10/29/2002|65.1||   |MCCALLISTER FOR DOUGLAS COUNTY BOARD
99PPC00024|01/07/2003|99CAC00280|0|I|10/29/2002|65.1||   |MCCOLLISTER FOR M.U.D.
99PPC00024|01/07/2003|99CAC00579|0|I|10/29/2002|65.1||   |MIKE FRIEND FOR LEGISLATURE
99PPC00024|01/07/2003|99CAC00207|0|I|10/29/2002|65.1||   |MIKE JOHANNS FOR GOVERNOR
99PPC00024|01/07/2003|99CAC00565|0|I|10/29/2002|65.1||   |MINES FOR LEGISLATURE
99PPC00024|01/07/2003|99CAC00225|0|I|10/29/2002|65.1||   |NANCY J. KRATKY DIST, #5 (OPS) CAMPAIGN
99PPC00024|01/07/2003|99CAC00292|0|I|10/29/2002|65.1||   |NANCY O\'BRIEN FOR REGENT
99PPC00024|01/07/2003|99CAC00088|0|I|10/29/2002|65.1||   |REDFIELD FOR LEGISLATURE
99PPC00024|01/07/2003|99CAC00568|0|I|10/29/2002|65.1||   |TAXPAYERS FOR MILLS
99PPC00024|01/07/2003|99CAC00609|0|I|10/29/2002|65.1||   |TIM CAVANAUGH FOR MUD
99PPC00024|01/07/2003|99CAC00305|0|I|10/29/2002|65.1||   |WEBER FOR OPPD
99PPC00024|01/07/2003|99CAC00131|0|I|10/29/2002|65.1||   |WITEK FOR AUDITOR
99PPC00031|01/16/2001|99CAC00456|0|I|11/06/2000|108||006|EDWARDS FOR LEGISLATURE
99PPC00031|01/16/2001|99CAC00410|0|I|10/31/2000|784.8||001|HEIER FOR COUNTY COMMISSIONER
99PPC00031|01/16/2001|99CAC00410|0|I|11/03/2000|355.17||003|HEIER FOR COUNTY COMMISSIONER
99PPC00031|01/16/2001|99CAC00410|0|I|11/06/2000|108||005|HEIER FOR COUNTY COMMISSIONER
99PPC00031|01/16/2001|99CAC00456|0|I|10/31/2000|784.8||002|EDWARDS FOR LEGISLATURE
99PPC00031|01/16/2001|99CAC00456|0|I|11/03/2000|355.18||004|EDWARDS FOR LEGISLATURE
99PPC00031|06/12/2001|99CAC00556|0|I|04/21/2001|996.06||013|COLEMAN FOR COUNCIL
99PPC00031|06/12/2001|99CAC00556|0|I|04/21/2001|431.47||014|COLEMAN FOR COUNCIL
99PPC00031|06/12/2001|99CAC00556|0|I|04/23/2001|786.61||015|COLEMAN FOR COUNCIL
99PPC00031|06/12/2001|99CAC00556|0|I|04/25/2001|407.41||016|COLEMAN FOR COUNCIL
99PPC00031|06/12/2001|99CAC00556|0|I|04/26/2001|697.88||017|COLEMAN FOR COUNCIL
99PPC00031|06/12/2001|99CAC00542|0|I|04/21/2001|996.06||008|FRIENDT FOR OUR FUTURE
99PPC00031|06/12/2001|99CAC00542|0|I|04/22/2001|431.47||009|FRIENDT FOR OUR FUTURE
99PPC00031|06/12/2001|99CAC00542|0|I|04/23/2001|786.61||010|FRIENDT FOR OUR FUTURE
99PPC00031|06/12/2001|99CAC00542|0|I|04/25/2001|407.41||011|FRIENDT FOR OUR FUTURE
99PPC00031|06/12/2001|99CAC00542|0|I|04/26/2001|697.88||012|FRIENDT FOR OUR FUTURE
99PPC00031|06/12/2001|99CAC00561|0|I|04/24/2001|783||001|NOLAN FOR SCHOOL BOARD
99PPC00031|06/12/2001|99CAC00561|0|I|04/27/2001|629.72||002|NOLAN FOR SCHOOL BOARD
99PPC00031|06/12/2001|99CAC00008|0|I|04/21/2001|996.06||003|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
99PPC00031|06/12/2001|99CAC00008|0|I|04/22/2001|431.47||004|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
99PPC00031|06/12/2001|99CAC00008|0|I|04/23/2001|786.61||005|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
99PPC00031|06/12/2001|99CAC00008|0|I|04/25/2001|407.41||006|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
99PPC00031|06/12/2001|99CAC00008|0|I|04/26/2001|697.88||007|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
99PPC00031|01/15/2003|99CAC00592|0|D|10/28/2002|1000||001|SUE KIRKLAND FOR CLERK OF THE DISTRICT COURT
99PPC00031|11/13/2003|99CAC00641|0|D|04/30/2003|400||001|BECK FOR CITY COUNCIL
99PPC00031|11/13/2003|99CAC00542|0|D|04/30/2003|400||002|FRIENDT FOR OUR FUTURE
99PPC00032|01/18/2000|99CAC00419|0|K|07/07/1999|825||001|BOB KERRY FOR US SENATE COMMITTEE
99PPC00032|09/18/2002|99CAC00614|0|D|08/03/2002|350||003|JAY STODDARD FOR SECRETARY OF STATE
99PPC00032|09/18/2002|99CAC00614|0|D|06/05/2002|50||005|JAY STODDARD FOR SECRETARY OF STATE
99PPC00032|09/18/2002|99CAC00571|0|D|08/03/2002|750||002|MEISTER FOR ATTORNEY GENERAL
99PPC00032|09/18/2002|99CAC00581|0|D|08/03/2002|750||001|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
99PPC00032|09/18/2002|99CAC00586|0|D|08/03/2002|350||004|WILKEN FOR STATE AUDITOR COMMITTEE
99PPC00032|01/08/2003|99CAC00571|0|D|12/31/2002|600||   |MEISTER FOR ATTORNEY GENERAL
99PPC00032|01/09/2004|99CAC00571|0|D|01/03/2003|600||001|MEISTER FOR ATTORNEY GENERAL
99PPC00032|01/09/2004|99CAC00355|0|D|01/03/2003|400||002|STORMY DEAN FOR SCHOOL BOARD
99PPC00032|01/27/2005|99CAC00191|0|D|07/02/2004|500||001|CONNEALY FOR LEGISLATURE
99PPC00032|01/27/2005|99CAC00117|0|D|07/02/2004|500||002|THOMPSON FOR LEGISLATURE
99PPC00042|01/10/2001|99CAC00327|0|D|11/02/2000|25||001|SCHIMEK FOR LEGISLATURE
99PPC00042|10/23/2002|99CAC00585|0|D|10/21/2002|100||001|COMMITTEE TO RE-ELECT JERRY RYAN
99PPC00042|10/23/2002|99CAC00581|0|D|10/21/2002|500||002|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
99PPC00042|10/12/2004|99CAC00440|0|D|09/25/2004|150||005|ALDONA DOYLE FOR SARPY COUNTY BOARD
99PPC00002|03/29/2005|99CAC00690|0|I|03/11/2005|1275.02|||FRIEND FOR MAYOR
99PPC00042|10/12/2004|99CAC00501|0|D|09/25/2004|150||002|INEZ BOYD FOR COUNTY BOARD
99PPC00042|10/12/2004|99CAC00687|0|D|09/25/2004|500||003|KOPPLIN FOR LEGISLATURE
99PPC00042|10/12/2004|99CAC00694|0|D|09/25/2004|50||004|SCHWOPE FOR NRD
99PPC00042|01/04/2005|99CAC00440|0|D|09/25/2005|150||005|ALDONA DOYLE FOR SARPY COUNTY BOARD
99PPC00042|01/04/2005|99CAC00440|0|D|12/31/2004|205.44||009|ALDONA DOYLE FOR SARPY COUNTY BOARD
99PPC00042|10/12/2004|99CAC00696|0|D|09/25/2004|200|||COMMITTEE TO RE-ELECT TOM GARVEY
99PPC00042|01/04/2005|99CAC00696|0|D|12/31/2004|205.44||006|COMMITTEE TO RE-ELECT TOM GARVEY
99PPC00042|01/04/2005|99CAC00122|0|D|12/31/2004|205.44||011|COMMITTEE TO RETAIN FRED ULRICH
99PPC00042|01/04/2005|99CAC00199|0|D|12/31/2004|205.44||013|DOYLE FOR MUD COMMITTEE
99PPC00042|01/04/2005|99CAC00663|0|D|12/31/2004|205.44||014|FRIENDS FOR ABBIE CORNETT
99PPC00042|01/04/2005|99CAC00501|0|D|09/25/2005|150||002|INEZ BOYD FOR COUNTY BOARD
99PPC00042|01/04/2005|99CAC00501|0|D|12/31/2004|205.44||007|INEZ BOYD FOR COUNTY BOARD
99PPC00042|01/04/2005|99CAC00687|0|D|09/25/2005|500||003|KOPPLIN FOR LEGISLATURE
99PPC00042|01/04/2005|99CAC00687|0|D|12/31/2004|205.44||008|KOPPLIN FOR LEGISLATURE
99PPC00042|01/04/2005|99CAC00694|0|D|09/25/2005|50||004|SCHWOPE FOR NRD
99PPC00043|01/24/2000|99CAC00420|0|K|10/27/1999|31.57||001|KATHLEEN KANKOUSKY FOR CITY COUNCIL
99PPC00043|10/07/2002|99CAC00553|0|K|10/02/2002|150||002|GALE FOR SECRETARY OF STATE
99PPC00043|10/07/2002|99CAC00207|0|K|07/28/2002|80||001|MIKE JOHANNS FOR GOVERNOR
99PPC00043|01/03/2003|99CAC00553|0|K|11/05/2002|25||001|GALE FOR SECRETARY OF STATE
99PPC00043|01/03/2003|99CAC00207|0|K|11/05/2002|25||002|MIKE JOHANNS FOR GOVERNOR
99PPC00043|05/28/2004|99CAC00658|0|K|04/25/2004|50||006|BRUMBAUGH FOR LEGISLATURE
99PPC00043|05/28/2004|99CAC00214|0|K|04/25/2004|50||009|CAMPAIGN TO ELECT JACK FROST
99PPC00043|05/28/2004|99CAC00169|0|K|04/25/2004|50||004|DWITE PEDERSEN FOR PUBLIC OFFICE
99PPC00043|05/28/2004|99CAC00433|0|K|04/25/2004|50||007|JACK POSTLEWAIT FOR COMMISSIONER
99PPC00043|05/28/2004|99CAC00670|0|K|04/25/2004|50||003|LANGEMEIER FOR LEGISLATURE
99PPC00043|05/28/2004|99CAC00645|0|K|04/25/2004|50||005|PAT SHANNON FOR LEGISLATURE COMMITTEE
99PPC00043|05/28/2004|99CAC00156|0|K|04/25/2004|50||008|PATE FOR MILLARD SCHOOL BOARD
99PPC00043|05/28/2004|99CAC00636|0|K|04/25/2004|50||002|RAY MOSSEY FOR LEGISLATURE
99PPC00043|05/28/2004|99CAC00711|0|D|04/25/2004|50||010|THOMPSON FOR O.P.P.D
99PPC00045|01/17/2001|99CAC00150|0|D|10/03/2000|25||003|CURT BROMM LEGISLATIVE COMMITTEE
99PPC00045|01/17/2001|99CAC00284|0|D|10/03/2000|100||002|MATZKE FOR LEGISLATURE
99PPC00045|01/17/2001|99CAC00421|0|D|10/03/2000|50||001|BEREUTER FOR CONGRESS
99PPC00045|01/17/2001|99CAC00318|0|D|10/03/2000|25||004|CAROL HUDKINS LEGISLATURE COMMITTEE
99PPC00046|02/03/2003|99CAC00564|0|I|02/18/2002|84.3||002|BRAD KUIPER FOR STATE TREASURER
99PPC00046|02/03/2003|99CAC00562|0|I|02/18/2002|84.3||001|BRUNING FOR ATTORNEY GENERAL
99PPC00047|01/04/2000|99CAC00419|0|D|06/17/1999|580||001|BOB KERRY FOR US SENATE COMMITTEE
