Form ID Number|Committee ID|Date Received|Committee Expenditure ID|Support/Oppose|Nature of Expenditure|Expenditure Date|Amount|Expense Category|Expenditure Committee Name
211|99PAC00016|10/04/2002|99CAC00602|0|D|09/05/2002|250|026|FRIENDS FOR COMBS
212|99PAC00016|10/04/2002|99CAC00205|0|D|09/05/2002|500|026|JIM JENSEN FOR LEGISLATURE
213|99PAC00016|10/04/2002|99CAC00623|0|D|09/05/2002|500|026|JOEL JOHNSON FOR LEGISLATURE (DIST #37)
214|99PAC00016|10/04/2002|99CAC00017|0|D|09/05/2002|250|026|NORTH LINCOLN VOTERS FOR LANDIS
215|99PAC00016|10/04/2002|99CAC00080|0|D|09/05/2002|250|026|PEDERSON FOR LEGISLATURE COMMITTEE
216|99PAC00016|10/04/2002|99CAC00581|0|D|09/05/2002|1000|026|STORMY FOR GOVERNOR CAMPAIGN COMMITTEE
217|99PAC00016|10/04/2002|99CAC00584|0|D|09/05/2002|250|026|SYNOWIECKI FOR LEGISLATURE
218|99PAC00016|10/04/2002|99CAC00085|0|D|09/05/2002|500|026|THE PRICE IS RIGHT FOR LEGISLATURE
219|99PAC00016|10/04/2002|99CAC00117|0|D|09/05/2002|250|026|THOMPSON FOR LEGISLATURE
220|99PAC00016|10/04/2002|99CAC00569|0|D|09/05/2002|500|026|VICKIE MCDONALD FOR LEGISLATURE
221|99PAC00016|10/04/2002|99CAC00128|0|D|09/05/2002|500|026|WEHRBEIN FOR LEGISLATURE
222|99PAC00016|10/23/2002|99CAC00602|0|D|10/16/2002|100|026|FRIENDS FOR COMBS
223|99PAC00016|10/23/2002|99CAC00565|0|D|10/02/2002|100|026|MINES FOR LEGISLATURE
224|99PAC00016|01/13/2003|99CAC00327|0|D|12/30/2002|500|026|SCHIMEK FOR LEGISLATURE
225|99PAC00016|01/13/2003|99CAC00430|0|D|12/30/2002|500|026|KRUSE FOR LEGISLATURE
226|99PAC00016|01/13/2003|99CAC00384|0|D|12/04/2002|100|026|QUANDAHL FOR LEGISLATURE
227|99PAC00016|01/13/2003|99CAC00636|0|D|12/30/2002|250|026|RAY MOSSEY FOR LEGISLATURE
228|99PAC00016|01/22/2004|99CAC00654|0|D|12/18/2003|250|026|ARGANBRIGHT FOR LEGISLATURE
229|99PAC00016|01/22/2004|99CAC00619|0|D|05/05/2003|100|026|ARNOLD STUTHMAN CAMPAIGN FUND
230|99PAC00016|01/22/2004|99CAC00434|0|D|06/09/2003|200|026|BURLING FOR LEGISLATURE COMMITTEE
231|99PAC00016|01/22/2004|99CAC00318|0|D|12/18/2003|600|026|CAROL HUDKINS LEGISLATURE COMMITTEE
232|99PAC00016|01/22/2004|99CAC00258|0|D|12/18/2003|1100|026|COMMITTEE TO ELECT LEO PAT ENGEL
233|99PAC00016|01/22/2004|99CAC00040|0|D|10/23/2003|100|026|DENNIS BYARS FOR LEGISLATURE
234|99PAC00016|01/22/2004|99CAC00448|0|D|02/12/2003|100|026|DOUG CUNNINGHAM FOR LEGISLATURE
235|99PAC00016|01/22/2004|99CAC00169|0|D|12/18/2003|700|026|DWITE PEDERSEN FOR PUBLIC OFFICE
236|99PAC00016|01/22/2004|99CAC00429|0|D|12/18/2003|500|026|ERDMAN FOR LEGISLATURE
237|99PAC00016|01/22/2004|99CAC00429|0|D|05/05/2003|100|026|ERDMAN FOR LEGISLATURE
238|99PAC00016|01/22/2004|99CAC00648|0|D|12/18/2003|250|026|FISCHER FOR LEGISLATURE
239|99PAC00016|01/22/2004|99CAC00602|0|D|04/17/2003|100|026|FRIENDS FOR COMBS
240|99PAC00016|01/22/2004|99CAC00311|0|D|10/23/2003|100|026|HARTNETT FOR LEGISLATURE
241|99PAC00016|01/22/2004|99CAC00205|0|D|11/25/2003|500|026|JIM JENSEN FOR LEGISLATURE
242|99PAC00016|01/22/2004|99CAC00623|0|D|12/18/2003|1100|026|JOEL JOHNSON FOR LEGISLATURE (DIST #37)
243|99PAC00016|01/22/2004|99CAC00430|0|D|12/18/2003|500|026|KRUSE FOR LEGISLATURE
244|99PAC00016|01/22/2004|99CAC00618|0|D|12/18/2003|1200|026|LOUDEN FOR LEGISLATURE
245|99PAC00016|01/22/2004|99CAC00647|0|D|12/18/2003|500|026|MIKE FLOOD FOR LEGISLATURE
246|99PAC00016|01/22/2004|99CAC00565|0|D|03/26/2003|100|026|MINES FOR LEGISLATURE
247|99PAC00016|01/22/2004|99CAC00017|0|D|12/31/2003|500|026|NORTH LINCOLN VOTERS FOR LANDIS
248|99PAC00016|01/22/2004|99CAC00178|0|D|12/18/2003|600|026|PEOPLE FOR PREISTER
249|99PAC00016|01/22/2004|99CAC00086|0|D|11/11/2003|100|026|RAIKES FOR LEGISLATURE
250|99PAC00016|01/22/2004|99CAC00086|0|D|12/18/2003|500|026|RAIKES FOR LEGISLATURE
251|99PAC00016|01/22/2004|99CAC00321|0|D|12/18/2003|500|026|RAMON JANSSEN FOR STATE LEGISLATURE
252|99PAC00016|01/22/2004|99CAC00411|0|D|12/18/2003|600|026|RAY AGUILAR FOR LEGISLATURE
253|99PAC00016|01/22/2004|99CAC00636|0|D|12/18/2003|500|026|RAY MOSSEY FOR LEGISLATURE
254|99PAC00016|01/22/2004|99CAC00088|0|D|04/23/2003|100|026|REDFIELD FOR LEGISLATURE
255|99PAC00016|01/22/2004|99CAC00327|0|D|12/18/2003|1050|026|SCHIMEK FOR LEGISLATURE
256|99PAC00016|01/22/2004|99CAC00584|0|D|12/18/2003|1000|026|SYNOWIECKI FOR LEGISLATURE
257|99PAC00016|01/22/2004|99CAC00569|0|D|12/18/2003|600|026|VICKIE MCDONALD FOR LEGISLATURE
258|99PAC00016|01/22/2004|99CAC00128|0|D|11/25/2003|500|026|WEHRBEIN FOR LEGISLATURE
259|99PAC00016|04/08/2004|99CAC00658|0|D|03/11/2004|100|026|BRUMBAUGH FOR LEGISLATURE
260|99PAC00016|04/08/2004|99CAC00434|0|D|03/23/2004|100|026|BURLING FOR LEGISLATURE COMMITTEE
261|99PAC00016|04/08/2004|99CAC00660|0|D|03/18/2004|50|026|COMMITTEE TO ELECT MARK GUSTAFSON
262|99PAC00016|04/08/2004|99CAC00648|0|D|02/06/2004|100|026|FISCHER FOR LEGISLATURE
263|99PAC00016|04/08/2004|99CAC00663|0|D|02/24/2004|100|026|FRIENDS FOR ABBIE CORNETT
264|99PAC00016|04/08/2004|99CAC00602|0|D|03/11/2004|100|026|FRIENDS FOR COMBS
265|99PAC00016|04/08/2004|99CAC00670|0|D|03/31/2004|50|026|LANGEMEIER FOR LEGISLATURE
266|99PAC00016|04/08/2004|99CAC00647|0|D|01/07/2004|100|026|MIKE FLOOD FOR LEGISLATURE
267|99PAC00016|04/08/2004|99CAC00579|0|D|03/24/2004|100|026|MIKE FRIEND FOR LEGISLATURE
268|99PAC00004|04/26/1999|99CAC00015|0|D|04/19/1999|500|026|CURT DONALDSON FOR CITY COUNCIL
269|99PAC00004|04/26/1999|99CAC00002|0|D|04/19/1999|1000|026|JOHNSON FOR MAYOR
270|99PAC00004|04/26/1999|99CAC00008|0|D|04/19/1999|200|026|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
271|99PAC00004|01/30/2001|99BQC00047|0|D|11/02/2000|3000|026|SUPPORTERS OF AMBULANCE VALUE
272|99PAC00005|03/09/1999|99CAC00015|0|D|02/04/1999|500|026|CURT DONALDSON FOR CITY COUNCIL
273|99PAC00005|03/09/1999|99CAC00388|0|D|02/04/1999|250|026|KATT FOR SCHOOL BOARD
274|99PAC00005|04/27/1999|99CAC00007|0|D|03/29/1999|1000|026|BOB STEPHENS FOR CITY COUNCIL
275|99PAC00005|04/27/1999|99CAC00011|0|D|03/29/1999|1000|026|JON CAMP FOR CITY COUNCIL COMMITTEE
276|99PAC00005|04/27/1999|99CAC00008|0|D|03/29/1999|1000|026|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
277|99PAC00005|06/15/1999|99CAC00015|0|D|04/27/1999|1000|026|CURT DONALDSON FOR CITY COUNCIL
278|99PAC00005|06/15/1999|99CAC00002|0|D|04/23/1999|5000|026|JOHNSON FOR MAYOR
279|99PAC00005|06/15/1999|99CAC00002|0|I|04/23/1999|2240.4|026|JOHNSON FOR MAYOR
280|99PAC00005|06/15/1999|99CAC00002|0|I|04/30/1999|2163.2|026|JOHNSON FOR MAYOR
281|99PAC00005|01/31/2000|99CAC00007|0|D|03/29/1999|1000|026|BOB STEPHENS FOR CITY COUNCIL
282|99PAC00005|01/31/2000|99CAC00015|0|D|02/04/1999|1500|026|CURT DONALDSON FOR CITY COUNCIL
283|99PAC00005|01/31/2000|99CAC00002|0|D|06/18/1999|5552.64|026|JOHNSON FOR MAYOR
284|99PAC00005|01/31/2000|99CAC00011|0|D|03/29/1999|1000|026|JON CAMP FOR CITY COUNCIL COMMITTEE
285|99PAC00005|01/31/2000|99CAC00388|0|D|02/04/1999|250|026|KATT FOR SCHOOL BOARD
286|99PAC00005|01/31/2000|99CAC00086|0|D|10/06/1999|50|026|RAIKES FOR LEGISLATURE
287|99PAC00005|01/31/2000|99CAC00008|0|D|03/29/1999|1000|026|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
288|99PAC00005|04/07/2000|99CAC00318|0|D|02/07/2000|500|026|CAROL HUDKINS LEGISLATURE COMMITTEE
289|99PAC00005|04/07/2000|99CAC00413|0|D|02/07/2000|1000|026|HEWITT FOR LEGISLATURE
290|99PAC00005|04/07/2000|99CAC00413|0|I|02/03/2000|286.49|026|HEWITT FOR LEGISLATURE
291|99PAC00005|04/07/2000|99CAC00086|0|D|02/07/2000|500|026|RAIKES FOR LEGISLATURE
292|99PAC00005|06/15/2000|99CAC00276|0|D|05/25/2000|125|026|KRISTENSEN FOR LEGISLATURE
293|99PAC00005|01/11/2001|99CAC00029|0|D|12/12/2000|100|026|BEUTLER FOR LEGISLATURE 
294|99PAC00005|01/11/2001|99PAC00122|0|D|10/31/2000|1000|026|FRIENDS OF HEWITT
295|99PAC00005|01/11/2001|99CAC00405|0|D|10/24/2000|500|026|JAY MATZKE FOR REGENT
296|99PAC00005|03/06/2001|99CAC00207|0|D|02/07/2001|500|026|MIKE JOHANNS FOR GOVERNOR
297|99PAC00005|04/23/2001|99CAC00331|0|D|04/16/2001|1000|026|CITIZENS FOR SHOECRAFT
298|99PAC00005|04/23/2001|99CAC00542|0|D|04/16/2001|1000|026|FRIENDT FOR OUR FUTURE
299|99PAC00005|04/23/2001|99CAC00008|0|D|04/16/2001|1000|026|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
300|99PAC00005|06/11/2001|99CAC00542|0|D|05/08/2001|1000|026|FRIENDT FOR OUR FUTURE
301|99PAC00005|06/11/2001|99CAC00546|0|D|04/25/2001|1000|026|PRETTYMAN FOR SCHOOL BOARD
302|99PAC00005|06/11/2001|99CAC00008|0|D|05/08/2001|1000|026|SVOBODA FOR COUNCIL COMMITTEE (DISSOLVED 06)
303|99PAC00005|06/11/2001|99CAC00554|0|D|05/08/2001|500|026|ZOZ FOR COUNTY COMMISSIONER
304|99PAC00005|04/11/2002|99CAC00029|0|D|01/18/2002|100|026|BEUTLER FOR LEGISLATURE 
305|99PAC00005|04/11/2002|99CAC00040|0|D|01/18/2002|100|026|DENNIS BYARS FOR LEGISLATURE
306|99PAC00005|04/11/2002|99CAC00276|0|D|01/18/2002|500|026|KRISTENSEN FOR LEGISLATURE
307|99PAC00005|04/11/2002|99CAC00085|0|D|01/18/2002|100|026|THE PRICE IS RIGHT FOR LEGISLATURE
308|99PAC00005|10/08/2002|99CAC00207|0|D|10/01/2002|5000|026|MIKE JOHANNS FOR GOVERNOR
309|99PAC00005|10/08/2002|99CAC00578|0|D|10/01/2002|1500|026|SCHORR FOR COUNTY COMMISSIONER
310|99PAC00005|10/08/2002|99CAC00342|0|D|10/01/2002|1000|026|WILSON FOR REGENT
311|99PAC00005|10/08/2002|99CAC00554|0|D|10/01/2002|750|026|ZOZ FOR COUNTY COMMISSIONER
312|99PAC00005|10/28/2002|99CAC00040|0|D|10/15/2002|500|026|DENNIS BYARS FOR LEGISLATURE
313|99PAC00005|10/28/2002|99CAC00085|0|D|10/15/2002|500|026|THE PRICE IS RIGHT FOR LEGISLATURE
314|99PAC00005|03/14/2003|99CAC00318|0|D|02/10/2003|100|026|CAROL HUDKINS LEGISLATURE COMMITTEE
315|99PAC00005|03/14/2003|99PPC00003|0|D|02/14/2003|325|026|NE DEMOCRATIC PARTY
316|99PAC00005|04/29/2003|99CAC00385|0|D|04/18/2003|250|026|ANNETTE MCROY FOR CITY COUNCIL
317|99PAC00005|04/29/2003|99CAC00641|0|D|04/18/2003|500|026|BECK FOR CITY COUNCIL
318|99PAC00005|04/29/2003|99CAC00640|0|D|04/18/2003|250|026|DONALDSON FOR CITY COUNCIL
319|99PAC00005|04/29/2003|99CAC00542|0|D|04/18/2003|2000|026|FRIENDT FOR OUR FUTURE
320|99PAC00005|04/29/2003|99CAC00011|0|D|04/18/2003|500|026|JON CAMP FOR CITY COUNCIL COMMITTEE
321|99PAC00005|04/29/2003|99CAC00565|0|D|04/11/2003|100|026|MINES FOR LEGISLATURE
322|99PAC00005|04/29/2003|99CAC00639|0|D|04/18/2003|250|026|NEWMAN FOR COUNCIL
323|99PAC00005|04/29/2003|99CAC00642|0|D|04/18/2003|500|026|SENG FOR MAYOR
324|99PAC00005|04/29/2003|99CAC00635|0|D|04/18/2003|500|026|STRAND FOR CITY COUNCIL
325|99PAC00005|06/17/2003|99CAC00385|0|D|05/19/2003|500|026|ANNETTE MCROY FOR CITY COUNCIL
326|99PAC00005|06/17/2003|99CAC00542|0|D|05/19/2003|500|026|FRIENDT FOR OUR FUTURE
327|99PAC00005|06/17/2003|99CAC00639|0|D|05/19/2003|500|026|NEWMAN FOR COUNCIL
328|99PAC00005|06/17/2003|99CAC00642|0|D|05/19/2003|2500|026|SENG FOR MAYOR
329|99PAC00005|04/09/2004|99PPC00055|0|D|03/17/2004|80|028|LANCASTER COUNTY DEMOCRATS
330|99PAC00005|04/09/2004|99PPC00031|0|D|02/23/2004|100|028|LANCASTER COUNTY REPUBLICAN PARTY
331|99PAC00005|04/09/2004|99PPC00003|0|D|02/09/2004|325|028|NE DEMOCRATIC PARTY
332|99PAC00005|04/09/2004|99PPC00002|0|D|03/17/2004|375|028|NE REPUBLICAN PARTY
333|99PAC00005|10/04/2004|99CAC00410|0|D|09/08/2004|500|026|HEIER FOR COUNTY COMMISSIONER
334|99PAC00005|10/04/2004|99CAC00317|0|D|09/08/2004|500|026|HUDKINS COUNTY COMMISSIONER COMMITTEE
335|99PAC00005|10/04/2004|99CAC00670|0|D|06/24/2004|100|026|LANGEMEIER FOR LEGISLATURE
336|99PAC00005|10/04/2004|99PPC00002|0|D|07/26/2004|156|028|NE REPUBLICAN PARTY
337|99PAC00005|10/04/2004|99BQC00095|0|D|06/30/2004|1000|027|VOTE FOR AMENDMENT 4
338|99PAC00005|10/04/2004|99BQC00096|0|D|09/01/2004|2500|027|YES ON STREETS AND TRAILS
339|99PAC00005|03/08/2005|99CAC00686|0|D|02/08/2005|100|026|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
340|99PAC00005|03/08/2005|99CAC00448|0|D|02/24/2005|100|026|DOUG CUNNINGHAM FOR LEGISLATURE
341|99PAC00005|03/08/2005|99CAC00565|0|D|02/02/2005|100|026|MINES FOR LEGISLATURE
342|99PAC00005|03/08/2005|99CAC00642|0|D|02/22/2005|250|026|SENG FOR MAYOR
343|99PAC00006|03/09/1999|99CAC00006|0|D|03/01/1999|10000|026|CITIZENS FOR WESELY
344|99PAC00006|06/15/1999|99CAC00385|0|D|04/30/1999|500|026|ANNETTE MCROY FOR CITY COUNCIL
345|99PAC00006|06/15/1999|99CAC00003|0|D|04/30/1999|500|026|SOUTHWEST VOTERS FOR COOK (DISTRICT 3)
346|99PAC00006|02/02/2000|99CAC00327|0|D|11/08/1999|500|   |SCHIMEK FOR LEGISLATURE
347|99PAC00006|04/11/2000|99PPC00055|0|D|02/21/2000|590|028|LANCASTER COUNTY DEMOCRATS
348|99PAC00006|03/05/2001|99CAC00279|0|D|02/12/2001|100|026|DAN LYNCH FOR LEGISLATURE
349|99PAC00006|03/05/2001|99PPC00055|0|D|02/02/2001|280|026|LANCASTER COUNTY DEMOCRATS
350|99PAC00006|03/05/2001|99PPC00055|0|D|02/12/2001|275|026|LANCASTER COUNTY DEMOCRATS
351|99PAC00006|03/27/2001|99CAC00331|0|D|03/03/2001|500|026|CITIZENS FOR SHOECRAFT
352|99PAC00006|03/27/2001|99CAC00442|0|D|03/03/2001|500|026|MICHAEL G. FAHEY FOR MAYOR
353|99PAC00006|04/24/2001|99CAC00331|0|D|03/28/2001|1000|026|CITIZENS FOR SHOECRAFT
354|99PAC00006|06/12/2001|99CAC00545|0|D|04/17/2001|1000|026|JON CARLSON FOR CITY COUNCIL
355|99PAC00006|06/12/2001|99CAC00535|0|D|04/17/2001|1000|026|WERNER FOR CITY COUNCIL
356|99PAC00006|04/16/2002|99PPC00055|0|D|01/22/2002|280|028|LANCASTER COUNTY DEMOCRATS
357|99PAC00006|04/16/2002|99PPC00055|0|E|04/03/2002|150|028|LANCASTER COUNTY DEMOCRATS
358|99PAC00006|06/25/2002|99CAC00610|0|D|06/11/2002|250|026|HAHN FOR COUNTY COMMISSIONER
359|99PAC00006|06/25/2002|99CAC00134|0|D|06/11/2002|250|026|WORKMAN FOR COUNTY COMMISSIONER
360|99PAC00006|06/25/2002|99CAC00554|0|D|06/11/2002|250|026|ZOZ FOR COUNTY COMMISSIONER
361|99PAC00006|10/29/2002|99BQC00076|0|D|10/06/2002|5000|027|CITIZENS FOR FIRE SAFETY
362|99PAC00006|10/29/2002|99BQC00076|0|L|10/07/2002|750|027|CITIZENS FOR FIRE SAFETY
