Committee Name|Committee ID|Date Received|Contributor ID|Contribution Date|Amount|Nature Of Contribution|Support/Oppose|Description|Microfilm Number|Contributor Name
JENSEN ASSOCIATES, INC.|99CUA00066|07/09/2009|07CAC01042|06/01/2009|32.12|I|0|Fundraiser|8020243|DENNIS UTTER FOR LEGISLATURE 
JENSEN ASSOCIATES, INC.|99CUA00066|07/09/2009|08CAC01089|06/01/2009|26.17|I|0|Fundraiser|8020243|KEN HAAR FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|07/09/2009|06CAC01010|06/01/2009|25.22|I|0|Fundraiser|8020243|TONY FULTON FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/07/2009|99CAC00579|04/15/2009|27.96|I|0|None|8010009|MIKE FRIEND FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|03/10/2009|08CAC01118|02/12/2009|28.33|I|0|None|7930056|CITIZENS TO ELECT SCOTT PRICE
JENSEN ASSOCIATES, INC.|99CUA00066|03/10/2009|99CAC00648|02/12/2009|55.09|I|0|None|7930056|FISCHER FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|03/10/2009|99CAC00648|02/04/2009|100|I|0|None|7930056|FISCHER FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|03/10/2009|99CAC00663|02/02/2009|28.92|I|0|None|7930056|FRIENDS FOR ABBIE CORNETT
JENSEN ASSOCIATES, INC.|99CUA00066|12/05/2007|06CAC00771|11/15/2007|41.75|I|0|Fundraiser|7600209|RUSS KARPISEK FOR LEGISLATURE- DISTRICT #32
JENSEN ASSOCIATES, INC.|99CUA00066|12/05/2007|99CAC00663|11/15/2007|23.31|I|0|Fundraiser|7600209|FRIENDS FOR ABBIE CORNETT
JENSEN ASSOCIATES, INC.|99CUA00066|02/04/2010|07CAC01063|01/15/2010|24.42|I|0|Senator Health Mello fundraiser|8100109|FRIENDS FOR HEATH MELLO
JENSEN ASSOCIATES, INC.|99CUA00066|02/04/2010|99CAC00686|01/15/2010|29.08|I|0|Senator Lavon Heidemann fundraiser|8100109|COMMITTEE TO ELECT LAVON HEIDEMANN (LEGISLATURE)
JENSEN ASSOCIATES, INC.|99CUA00066|02/04/2010|05CAC00735|01/15/2010|30.99|I|0|Senator Annette Dubas fundraiser|8100109|ANNETTE DUBAS FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/05/2010|99CAC00663|12/01/2009|40.28|I|0|Fundraiser|8060088|FRIENDS FOR ABBIE CORNETT
JENSEN ASSOCIATES, INC.|99CUA00066|06/10/2009|05CAC00744|05/15/2009|37.31|I|0|None|8020054|CONRAD FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|06/10/2009|06CAC00853|05/15/2009|29.86|I|0|None|8020054|NELSON FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|06/10/2009|07CAC01048|05/15/2009|22.48|I|0|None|8020054|GIESE FOR LEGISLATURE(NOW FRIENDS OF BOB GIESE)
JENSEN ASSOCIATES, INC.|99CUA00066|06/10/2009|08CAC01080|05/15/2009|23.02|I|0|None|8020054|SCHILZ FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|06/10/2009|99CAC00618|05/01/2009|35.74|I|0|None|8020054|LOUDEN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|06/10/2009|05CAC00735|05/01/2009|31.52|I|0|None|8020054|ANNETTE DUBAS FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|06/10/2009|05CAC00739|05/01/2009|40.66|I|0|None|8020054|WHITE FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2009|07CAC01063|03/16/2009|23|I|0|None|7980232|FRIENDS FOR HEATH MELLO
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2009|08CAC01069|03/16/2009|20.41|I|0|None|7980232|SULLIVAN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/07/2009|07CAC01035|04/15/2009|25.67|I|0|None|8010009|NORDQUIST FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/07/2009|99CAC00553|04/01/2009|37.93|I|0|None|8010009|GALE FOR SECRETARY OF STATE
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2009|99CAC00662|03/16/2009|100|I|0|None|7980232|HOWARD FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|11/10/2008|07CAC01050|10/15/2008|38.1|I|0|none|7840172|FRIENDS FOR REX MOATS
JENSEN ASSOCIATES, INC.|99CUA00066|11/10/2008|05CAC00726|10/15/2008|24.6|I|0|none|7840172|AVERY FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|08CAC01096|04/01/2008|17.37|I|0|none|7750224|LAUTENBAUGH FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|07CAC01052|04/01/2008|43.57|I|0|none|7750224|MIKE GLOOR FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|12/05/2007|05CAC00740|11/15/2007|21.5|I|0|Fundraiser|7600209|PETE PIRSCH FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|12/05/2007|06CAC00807|11/01/2007|23.79|I|0|Fundraiser|7600209|MCGILL FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|12/05/2007|99CAC00648|11/01/2007|43.57|I|0|Fundraiser|7600209|FISCHER FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|11/07/2007|07CAC01031|10/15/2007|28.94|I|0|Fundraiser Share|7600119|FRIENDS OF CHARLIE JANSSEN
JENSEN ASSOCIATES, INC.|99CUA00066|11/07/2007|99CAC00618|10/15/2007|44.79|I|0|Fundraiser Share|7600119|LOUDEN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|11/07/2007|05CAC00729|10/01/2007|27.33|I|0|Fundraiser Share|7600119|GREG ADAMS FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|11/07/2007|99CAC00647|10/01/2007|102.22|I|0|Fundraiser Share|7600119|MIKE FLOOD FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/08/2009|99CAC00662|12/29/2008|100|I|0|None|7860085|HOWARD FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/08/2009|05CAC00743|12/16/2008|34.69|I|0|None|7860085|TIM GAY FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/08/2009|05CAC00747|12/10/2008|100|I|0|None|7860085|LATHROP FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/08/2009|07CAC01045|12/01/2008|200|I|0|None|7860085|COMMITTEE TO ELECT COLBY COASH
JENSEN ASSOCIATES, INC.|99CUA00066|01/08/2009|06CAC00832|12/01/2008|53.55|I|0|None|7860085|WALLMAN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|10/06/2008|05CAC00760|09/08/2008|200|I|0|not listed|0|KENT ROGERT FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|02/05/2009|05CAC00747|01/02/2009|31.44|I|0|None|7890028|LATHROP FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|12/09/2008|05CAC00763|11/01/2008|16.54|I|0|None|7850072|HANSEN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|12/09/2008|05CAC00762|11/01/2008|16.72|I|0|None|7850072|MARK CHRISTENSEN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|99CAC00579|04/15/2008|24.9|I|0|none|7750224|MIKE FRIEND FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|08CAC01110|04/15/2008|17.78|I|0|none|7750224|JAMES GEORGE FOR LEGISLATURE 
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|05CAC00762|04/15/2008|27.79|I|0|none|7750224|MARK CHRISTENSEN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|05CAC00733|04/15/2008|25.72|I|0|none|7750224|TOM CARLSON FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|08CAC01111|04/15/2008|42.28|I|0|none|7750224|HADLEY FOR LEGISLATURE 
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|07CAC01045|04/02/2008|100|I|0|none|7750224|COMMITTEE TO ELECT COLBY COASH
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|08CAC01089|04/01/2008|21.73|I|0|none|7750224|KEN HAAR FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|99CAC00430|04/01/2008|20.55|I|0|none|7750224|KRUSE FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/02/2008|07CAC01050|04/01/2008|30.58|I|0|none|7750224|FRIENDS FOR REX MOATS
JENSEN ASSOCIATES, INC.|99CUA00066|03/07/2008|07CAC01042|02/15/2008|19.81|I|0|Fundraiser|7670246|DENNIS UTTER FOR LEGISLATURE 
JENSEN ASSOCIATES, INC.|99CUA00066|03/07/2008|99CAC00178|02/01/2008|30.66|I|0|Fundraiser|7670246|PEOPLE FOR PREISTER
JENSEN ASSOCIATES, INC.|99CUA00066|03/07/2008|08CAC01083|02/01/2008|35.25|I|0|Fundraiser|7670246|TINGELHOFF FOR LEGISLATURE     
JENSEN ASSOCIATES, INC.|99CUA00066|05/03/2010|07CAC01035|04/01/2010|21.77|I|0|fundraiser|8230174|NORDQUIST FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/03/2010|10CAC01410|04/01/2010|30.94|I|0|fundraiser|8230174|CITIZENS TO ELECT JIM SMITH
JENSEN ASSOCIATES, INC.|99CUA00066|05/03/2010|99CAC00662|04/01/2010|48.45|I|0|fundraiser|8230174|HOWARD FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/03/2010|07CAC01045|04/01/2010|30.83|I|0|fundraiser|8230174|COMMITTEE TO ELECT COLBY COASH
JENSEN ASSOCIATES, INC.|99CUA00066|01/05/2010|99CAC00562|12/16/2009|50|I|0|Holiday event|8060088|BRUNING FOR ATTORNEY GENERAL
JENSEN ASSOCIATES, INC.|99CUA00066|01/05/2010|09CAC01380|12/01/2009|44.92|I|0|Fundraiser|8060088|BOB KRIST FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/05/2010|05CAC00747|12/01/2009|32.4|I|0|Fundraiser|8060088|LATHROP FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/05/2010|06CAC00807|12/01/2009|50|I|0|Fundraiser|8060088|MCGILL FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|09/08/2009|05CAC00762|08/03/2009|100|I|0|None|8030215|MARK CHRISTENSEN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|09/08/2009|08CAC01080|08/03/2009|100|I|0|None|8030215|SCHILZ FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2008|08CAC01080|03/15/2008|27.51|I|0|None|7440105|SCHILZ FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2008|08CAC01078|03/15/2008|31.27|I|0|None|7440105|GARWOOD FOR LEGISLATURE 
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2008|07CAC01061|03/15/2008|21.63|I|0|None|7440105|TANYA COOK FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2008|99CAC00411|03/01/2008|20.61|I|0|None|7440105|RAY AGUILAR FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/09/2008|05CAC00739|03/01/2008|21.87|I|0|None|7440105|WHITE FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/06/2010|08CAC01096|03/15/2010|30.12|I|0|Fundraiser|8200122|LAUTENBAUGH FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/06/2010|07CAC01048|03/01/2010|29.99|I|0|Fundraiser|8200122|GIESE FOR LEGISLATURE(NOW FRIENDS OF BOB GIESE)
JENSEN ASSOCIATES, INC.|99CUA00066|03/09/2007|99PPC00002|02/14/2007|250|I|0|07 Senators Recognition Dinner|7490033|NE REPUBLICAN PARTY
JENSEN ASSOCIATES, INC.|99CUA00066|03/09/2007|99CAC00663|02/14/2007|19.41|I|0|fundraiser|7490033|FRIENDS FOR ABBIE CORNETT
JENSEN ASSOCIATES, INC.|99CUA00066|01/19/2007|05CAC00741|10/16/2006|25.34|I|0||7430225|GARRISON FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|01/19/2007|05CAC00740|10/16/2006|26.72|I|0||7430225|PETE PIRSCH FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|08/02/2006|99CAC00321|07/01/2006|200|I|0|not given|7340073|RAMON JANSSEN FOR STATE LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/08/2006|99CAC00411|04/06/2006|23.68|I|0|not given|7300120|RAY AGUILAR FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/08/2006|99CAC00618|04/05/2006|18.95|I|0|not given|7300120|LOUDEN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|05/08/2006|99CAC00569|04/04/2006|28.05|I|0|not given|7300120|VICKIE MCDONALD FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|99CAC00017|03/23/2006|40.21|I|0|fundraising|7250230|NORTH LINCOLN VOTERS FOR LANDIS
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|99CAC00579|03/27/2006|37.25|I|0|fundraising|7250230|MIKE FRIEND FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|99CAC00647|03/27/2006|35.36|I|0|fundraising|7250230|MIKE FLOOD FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|06CAC00768|03/24/2006|18.41|I|0|fundraising|7250230|PANKONIN FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|99CAC00169|03/23/2006|25.7|I|0|fundraising|7250230|DWITE PEDERSEN FOR PUBLIC OFFICE
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|06CAC00798|03/14/2006|27.78|I|0|fundraising|7250230|JARECKE FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|99CAC00648|03/13/2006|36.05|I|0|fundraising|7250230|FISCHER FOR LEGISLATURE
JENSEN ASSOCIATES, INC.|99CUA00066|04/07/2006|99CAC00258|03/09/2006|21.73|I|0|fundraising|7250230|COMMITTEE TO ELECT LEO PAT ENGEL
